EIN,Name in IRS Master File,NTEE Code,NTEE Type (26),NTEE Classification,Affiliation,Founded,Overall,Financial Socre,Transparency Score,Tel,Website,Street,City,State,Zip
58-2068230,Childrens Restoration Network Inc,P43,Human Services - Multipurpose and Other,"Family Violence Shelters, Services",Independent ,"June, 1995",80.1,73.02,92,tel: (770) 649-7117,http://www.childrn.org,11285 Elkins Road,Roswell,GA,30076
13-3801864,Childrens Rights Inc,R20,"Civil Rights, Social Action, Advocacy","Civil Rights, Advocacy for Specific Groups",Independent ,"April, 1995",77.23,68.06,96,tel: (888) 283-2210,http://www.childrensrights.org/,330 Seventh Avenue,New York,NY,10001
13-4002189,The Childrens Scholarship Fund,B82,Educational Institutions and Related Activities,"Scholarships, Student Financial Aid Services, Awards",Independent ,"November, 1998",83.02,77.03,93,tel: (212) 515-7100,http://www.scholarshipfund.org,Eight West 38th Street,New York,NY,10018
23-3078729,Children Scholarship Fund Philadelphia,B82,Educational Institutions and Related Activities,"Scholarships, Student Financial Aid Services, Awards",Independent ,"June, 2001",94.3,99.13,92,tel: (215) 670-8411,http://www.csfphiladelphia.org,100 South Broad Street,Philadelphia,PA,19110
41-1330241,Childrens Shelter Of Cebu,Q33,"International, Foreign Affairs and National Security",International Relief,Independent ,"May, 1980",91.52,88.7,96,tel: (651) 493-1551,http://www.cscshelter.org,P.O. Box 247,Cambridge,MN,55008
41-1254553,Childrens Theater Company And School,A65,"Arts, Culture and Humanities",Theater,Independent ,"November, 1975",89,86.12,93,tel: (612) 874-5314,http://www.childrenstheatre.org,"2400 Third Avenue, S",Minneapolis,MN,55404
31-6026285,Childrens Theatre,A65,"Arts, Culture and Humanities",Theater,Independent ,"July, 1949",82.68,95.13,76,tel: (513) 569-8080,https://www.thechildrenstheatre.com/,4015 Redbank Road,Cincinnati,OH,45227
44-0616374,Children'S Tlc,[Not Provided by IRS],[Not Provided by IRS],[Not Provided by IRS],,,76.34,70.1,85,tel: (816) 756-0780,https://childrenstlc.org/,3101 Main Street,Kansas City,MO,64111
13-2298956,Childrens Tumor Foundation,H50,Medical Research,"Nerve, Muscle, Bone Research",Independent ,"July, 1984",93.5,90.81,100,tel: (212) 344-6633,http://www.ctf.org/,120,New York,NY,10005
58-1642982,Childrens Wish Foundation International Inc,Q30,"International, Foreign Affairs and National Security","International Development, Relief Services",Independent ,"December, 1985",62.64,48.56,88,tel: (770) 393-9474,http://www.childrenswish.org,8615 Roswell Road,Atlanta,GA,30350
74-2633697,Childsafe,P62,Human Services - Multipurpose and Other,Victims' Services,Independent ,"June, 1992",92.15,98.52,89,tel: (210) 675-9000,http://www.childsafe-sa.org/,7130 West US Highway 90,San Antonio,TX,78227
86-0336473,Childsplay Inc,A65,"Arts, Culture and Humanities",Theater,Independent ,"September, 1978",86.72,84.78,89,tel: (480) 921-5700,http://www.childsplayaz.org/,900 South Mitchell Drive,Tempe,AZ,85281
58-2617948,Childspring International Inc,Q30,"International, Foreign Affairs and National Security","International Development, Relief Services",Independent ,"November, 2001",71.88,61.79,89,tel: (404) 228-7733,http://www.childspringintl.org/,1328 Peachtree Street NE,Atlanta,GA,30309
31-1732062,China Care Foundation Inc,Q33,"International, Foreign Affairs and National Security",International Relief,Independent ,"January, 2001",71.86,64.52,82,tel: (203) 227-3655,http://www.chinacare.org,P.O. Box 607,Westport,CT,6881
13-1623937,China Institute In America Incorporated,Q20,"International, Foreign Affairs and National Security",Promotion of International Understanding,Central ,"December, 1944",83.19,78.93,89,tel: (212) 744-8181,http://www.chinainstitute.org/,125 East 65th Street,New York,NY,10065
74-2340423,Chinati Foundation,A51,"Arts, Culture and Humanities",Art Museums,Independent ,"January, 1985",83.89,80.06,89,tel: (432) 729-4362,https://www.chinati.org/,P.O. Box 1135,Marfa,TX,79843
54-1566451,Child Health Investment Partnership,[Not Provided by IRS],[Not Provided by IRS],[Not Provided by IRS],Independent ,"January, 1992",88.93,84.35,100,tel: (540) 857-6993,http://www.chiprv.org/,"1201 Third Street, SW",Roanoke,VA,24016
54-1893166,Childrens Health Investment Program Inc,E70,Health - General and Rehabilitative,Public Health Program (Includes General Health and Wellness Promotion,Independent ,"September, 1998",87.65,91.08,85,tel: (757) 543-9100,http://www.chipshr.org/,1302 Jefferson Street,Chesapeake,VA,23324
06-0910420,Choate Rosemary Hall Foundation Incorporated,B25,Educational Institutions and Related Activities,"Secondary, High School",Independent ,"February, 1975",87.26,90.03,85,tel: (203) 697-2221,http://www.choate.edu,333 Christian Street,Wallingford,CT,6492
95-6097416,Choc Foundation,E24,Health - General and Rehabilitative,"Hospital, Specialty",Independent ,"March, 1965",87.75,86.62,89,tel: (714) 509-8690,http://www.choc.org/giving/,455 South Main Street,Orange,CA,92868
11-2642599,Chofetz Chaim Heritage Foundation,X30,"Religion-Related, Spiritual Development",Jewish,Independent ,"August, 1983",71.57,84.3,63,tel: (845) 352-3505,https://powerofspeech.org/,361 Spook Rock Road,Suffern,NY,10901
74-2494806,Center For Humanitarian Outreach And Intercultural Exchange,Q30,"International, Foreign Affairs and National Security","International Development, Relief Services",Independent ,"September, 1988",92.86,93.86,92,tel: (801) 474-1937,http://choicehumanitarian.org,7879 South 1530 West,West Jordan,UT,84088
52-0895826,Choral Arts Society Of Washington,A6B,"Arts, Culture and Humanities","Singing, Choral",Independent ,"December, 1969",80.43,74.61,89,tel: (202) 244-3669,http://www.choralarts.org,"5225 Wisconsin Avenue, NW",Washington,DC,20015
23-2062595,Chorus America Association,A99,"Arts, Culture and Humanities","Arts, Culture, and Humanities N.E.C.",Independent ,"April, 2004",78.07,71.01,89,tel: (202) 331-7577,http://www.chorusamerica.org/,"1156 15th Street, NW",Washington,DC,20005
62-1636128,Chosen Children Ministries,P31,Human Services - Multipurpose and Other,Adoption,Independent ,"August, 1996",91.74,96.08,89,tel: (864) 599-0067,http://www.chosenchildrenministries.org/,9420 Asheville Highway,Inman,SC,29349
94-2742504,Christ For All Nations,X99,"Religion-Related, Spiritual Development","Religion Related, Spiritual Development N.E.C.",Independent ,"February, 1997",91.22,88.25,96,tel: (407) 854-4400,http://www.cfan.org,P.O. Box 590588,Orlando,FL,32859
73-1421083,Christ For Humanity Inc,Q33,"International, Foreign Affairs and National Security",International Relief,Independent ,"May, 1993",80.81,92.27,74,tel: (918) 836-2424,http://www.christforhumanity.org/,6314 East Thirteenth Street,Tulsa,OK,74112
52-1362103,Christ House,L20,"Housing, Shelter","Housing Development, Construction, Management",Independent ,"March, 1985",81.73,82.5,81,tel: (202) 328-1100,http://www.christhouse.org/,"1717 Columbia Road, NW",Washington,DC,20009
35-2047209,Christ Reaching Asia Mission Worldwide Inc,X20,"Religion-Related, Spiritual Development",Christian,Independent ,"July, 1998",66.2,71.01,62,tel: (812) 275-6476,http://www.cramwinc.org/,601 Lincoln Avenue,Bedford,IN,47421
23-7164673,Christs Haven For Children,[Not Provided by IRS],[Not Provided by IRS],[Not Provided by IRS],Independent ,"February, 1972",82.63,83.3,82,tel: (817) 431-1544,http://www.christshaven.org,4150 Keller-Haslet Road,Keller,TX,76248
35-2051932,Christel House International Inc,Q30,"International, Foreign Affairs and National Security","International Development, Relief Services",Independent ,"December, 1999",89.43,85.6,96,tel: (866) 424-5437,http://www.christelhouse.org/,10 West Market Street,Indianapolis,IN,46204
34-1344364,Christian Aid Ministries,X20,"Religion-Related, Spiritual Development",Christian,Independent ,"March, 1982",79.48,77.24,82,tel: (330) 893-2428,http://www.christianaidministries.org/,P.O. Box 360,Berlin,OH,44610
61-0661137,Christian Appalachian Project Inc,P20,Human Services - Multipurpose and Other,Human Service Organizations - Multipurpose,Independent ,"June, 1966",77.51,68.35,97,tel: (866) 270-4227,http://www.christianapp.org/,6550 South KY Route 321,Hagerhill,KY,41222
36-2959883,Christian Blind Mission International Inc,Q30,"International, Foreign Affairs and National Security","International Development, Relief Services",Independent ,"May, 1978",82.26,74.92,100,tel: (800) 937-2264,http://www.cbmus.org,228 Adley Way,Greenville,SC,29607
54-0678752,Christian Broadcasting Network Inc,X80,"Religion-Related, Spiritual Development","Religious Media, Communications Organizations",Independent ,"December, 1961",85.39,85.81,85,tel: (800) 759-0700,http://www.cbn.com/,977 Centerville Turnpike,Virginia Beach,VA,23463
87-0643778,Christian Center Of Park City,X21,"Religion-Related, Spiritual Development",Protestant,Independent ,"February, 2000",91.06,93.77,89,tel: (435) 649-2260,http://www.ccofpc.org,1283 Deer Valley Drive,Park City,UT,84068
23-7319371,Christian Community Action,L80,"Housing, Shelter",Housing Support Services -- Other,Independent ,"November, 1973",90.12,88.55,92,tel: (972) 219-4315,http://www.ccahelps.org/,200 South Mill Street,Lewisville,TX,75057
06-0841885,Christian Community Action Inc,P20,Human Services - Multipurpose and Other,Human Service Organizations - Multipurpose,Independent ,"September, 1968",84.04,80.3,89,tel: (203) 777-7848,http://ccahelping.org/,168 Davenport Avenue,New Haven,CT,6519
74-2128141,Christian Community Service Center Inc,P28,Human Services - Multipurpose and Other,"Neighborhood Centers, Settlement Houses",Independent ,"November, 1980",93.01,90.12,100,tel: (713) 961-3993,http://www.ccschouston.org,3230 Mercer Street,Houston,TX,77027
75-2620990,Christian Educational Ministries,X80,"Religion-Related, Spiritual Development","Religious Media, Communications Organizations",Independent ,"September, 1996",61.13,75.1,51,tel: (888) 242-5344,http://www.borntowin.net/,P.O. Box 560,Whitehouse,TX,75791
86-0430037,Christian Family Care Agency Inc,P46,Human Services - Multipurpose and Other,Family Counseling,Independent ,"March, 1983",86.73,84.81,89,tel: (800) 939-5432,http://www.cfcare.org/,3603 North 7th Avenue,Phoenix,AZ,85013
52-1283394,Christian Freedom International,R65,[Not Provided by IRS],[Not Provided by IRS],Independent ,"December, 1983",80.55,72.5,100,tel: (800) 323-2273,http://www.christianfreedom.org/,986 D John Marshall Highway,Front Royal,VA,22630
59-2144931,Christian Healing Ministries Inc,X20,"Religion-Related, Spiritual Development",Christian,Independent ,"March, 1982",61.64,74.73,52,tel: (904) 765-3332,http://www.christianhealingmin.org,438 West 67th Street,Jacksonville,FL,32208
62-1177279,Christian Leadership Concepts Inc,[Not Provided by IRS],[Not Provided by IRS],[Not Provided by IRS],Independent ,"June, 1985",73.63,63.38,93,tel: (615) 370-5020,http://www.clchq.org/,5123 Virginia Way,Brentwood,TN,37027
36-6101090,Christian Legal Society,[Not Provided by IRS],[Not Provided by IRS],[Not Provided by IRS],Central ,"May, 1991",80.48,73.59,92,tel: (703) 642-1070,http://www.clsnet.org,8001 Braddock Road,Springfield,VA,22151
39-1601307,Christian Life Resources Inc,X99,"Religion-Related, Spiritual Development","Religion Related, Spiritual Development N.E.C.",Central ,"December, 1981",66.53,56.65,81,tel: (414) 376-0594,http://www.christianliferesources.com/,Lock Box 56,Richfield,WI,53076
36-2284267,Christian Medical & Dental Society,Q30,"International, Foreign Affairs and National Security","International Development, Relief Services",Central ,"September, 1973",90.67,86.81,100,tel: (888) 230-2637,http://www.cmda.org/,2604 Highway 421,Bristol,TN,37620
36-2606232,Christian Ministries Foundation Inc,T31,"Philanthropy, Voluntarism and Grantmaking Foundations",Community Foundations,Independent ,"June, 1992",67.71,60,78,tel: (912) 261-2722,http://www.cmf-online.org,"One St. Andrews Court, Suite 100",Brunswick,GA,31521
75-1645187,Christian Motorcyclists Assn Inc,X20,"Religion-Related, Spiritual Development",Christian,Independent ,"April, 1980",85.63,86.29,85,tel: (870) 389-6196,http://www.cmausa.org,P.O. Box 9,Hatfield,AR,71945
47-0405439,Christian Record Services Inc,P20,Human Services - Multipurpose and Other,Human Service Organizations - Multipurpose,Independent ,"January, 1980",72.32,61.49,93,tel: (402) 488-0981,http://www.christianrecord.org,4444 South 52nd Street,Lincoln,NE,68516
51-0183054,Christian Relief Fund,Q33,"International, Foreign Affairs and National Security",International Relief,Independent ,"February, 1976",97.47,96.43,100,tel: (800) 858-4038,http://www.christianrelieffund.org,P.O. Box 19670,Amarillo,TX,79114
91-1937903,Christian Relief Services Charities Inc,L21,"Housing, Shelter",Public Housing Facilities,Subordinate ,"July, 1985",83.91,77.6,96,tel: (800) 337-3543,http://www.crscfamily.org/,8301 Richmond Highway,Alexandria,VA,22309
22-6063412,Christian Research Institute Inc,X84,"Religion-Related, Spiritual Development",Religious Radio,Independent ,"July, 1964",70.69,81.32,63,tel: (888) 700-0274,http://www.equip.org,P.O. Box 8500,Charlotte,NC,28271
74-1948646,Christian Senior Services,[Not Provided by IRS],[Not Provided by IRS],[Not Provided by IRS],Independent ,"April, 1979",92.27,91.61,93,tel: (210) 735-5115,http://www.christianseniorservices.org,4306 North West Loop 410,San Antonio,TX,78229
59-1353031,Christian Service Center For Central Florida Inc,P20,Human Services - Multipurpose and Other,Human Service Organizations - Multipurpose,Independent ,"May, 1972",80.93,75.38,89,tel: (407) 425-2523,http://christianservicecenter.org,808 West Central Boulevard,Orlando,FL,32805
64-0730835,Christian Services Inc Of America,[Not Provided by IRS],[Not Provided by IRS],[Not Provided by IRS],Independent ,"March, 1987",89.09,89.19,89,tel: (601) 582-5683,http://www.christianserve.org/,301 East Second Street,Hattiesburg,MS,39401
22-3834440,Christian Union Inc,X12,"Religion-Related, Spiritual Development",Fund Raising and/or Fund Distribution,Independent ,"July, 2003",79.67,87.73,74,tel: (609) 688-1700,http://www.christianunion.org/,240 Nassau Street,Princeton,NJ,8542
84-1445744,Christian World Outreach,J22,"Employment, Job-Related",Vocational Training,Independent ,"February, 1999",86.55,80.99,100,tel: (303) 723-0333,http://www.cwomissions.org/,12249 Mead Way,Littleton,CO,80125
39-1441770,Christine Ann Domestic Abuse Services Inc,P43,Human Services - Multipurpose and Other,"Family Violence Shelters, Services",Independent ,"November, 1983",79.76,75.63,85,tel: (920) 729-5727,http://www.christineann.net/,1416 South Commercial Street,Neenah,WI,54956
31-1617816,Christmas Box International,S50,"Community Improvement, Capacity Building",Nonprofit Management,Independent ,"February, 1999",82.23,76.19,92,tel: (801) 747-2201,http://www.thechristmasboxhouse.org,3660 South West Temple,Salt Lake City,UT,84115
22-2939536,Christopher Reeve Foundation A New Jersey Nonprofit Corporation,H50,Medical Research,"Nerve, Muscle, Bone Research",Independent ,"August, 1989",83.84,78.25,93,tel: (800) 225-0292,http://www.christopherreeve.org,636 Morris Turnpike,Short Hills,NJ,7078
13-1809274,The Christophers Inc,[Not Provided by IRS],[Not Provided by IRS],[Not Provided by IRS],Subordinate ,"March, 1946",81.36,78.33,85,tel: (888) 298-4050,http://www.christophers.org,Five Hanover Square,New York,NY,10004
61-1462062,Chronic Disease Fund Inc,E60,Health - General and Rehabilitative,Health Support Services,Independent ,"June, 2005",67.17,93.75,54,tel: (877) 968-7233,http://www.cdfund.org/,6900 Dallas Parkway,Plano,TX,75024
95-3972624,The Chrysalis Center,[Not Provided by IRS],[Not Provided by IRS],[Not Provided by IRS],Independent ,"July, 1985",94.8,93.84,96,tel: (310) 401-9400,http://www.changelives.org,522 S. Main Street,Los Angeles,CA,90013
86-0447620,Chrysalis Shelter For Victims Of Domestic Violence Inc,P43,Human Services - Multipurpose and Other,"Family Violence Shelters, Services",Independent ,"October, 1983",88.97,95.73,85,tel: (602) 955-9059,http://www.chrysalis-shelter.org/,2055 West Northern Avenue,Phoenix,AZ,85021
51-0243196,The Chrysler Museum Inc,A51,"Arts, Culture and Humanities",Art Museums,Independent ,"January, 1980",94.76,93.77,96,tel: (757) 333-6294,http://www.chrysler.org/,One Memorial Place,Norfolk,VA,23510
41-1227969,Churches United In Ministry,[Not Provided by IRS],[Not Provided by IRS],[Not Provided by IRS],Independent ,"July, 1974",97.32,96.22,100,tel: (218) 720-6521,http://www.chumduluth.org/index.htm,102 West Second Street,Duluth,MN,55802
58-1716113,Church Health Center Of Memphis Inc,E32,Health - General and Rehabilitative,"Ambulatory Health Center, Community Clinic",Independent ,"June, 1987",90.61,94.33,88,tel: (901) 272-7170,http://www.churchhealthcenter.org,1210 Peabody Avenue,Memphis,TN,38104
41-1719055,Church On The Move International Inc,X99,"Religion-Related, Spiritual Development","Religion Related, Spiritual Development N.E.C.",Independent ,"January, 1993",62.64,90.72,48,tel: (816) 527-8915,http://ywamcampaigns.org/,10121 Grandview Road,Kansas City,MO,64030
